"","Title","Author_URL","Author_Name","App_Version","Rating","Review","Date","app_name","ReviewLength"
"206","I Laughed Afterwards!","https://itunes.apple.com/us/reviews/id600638210","keldeo33","3.60.0",5,"I really like this app. I kept seeing a lot of ads and commercials about it and somehow, the commercials relaxed me a little bit, so I thought I just give the app a try. I had downloaded it and wasn’t stressed that day so I felt no need for it. The next day though, I was extremely stressed and worried and sad, and I felt like I needed to take a break. I opened up the app again and went to the basics course, and was pleasantly surprised when I relaxed so much, just by taking the 3 minute course. I was so relaxed and happy afterwards, I started laughing. Just today, I also laughed again afterward a meditation. The large downfall is that many of the features in this app you have to pay for, and I’m talking a lot of stuff. It’s about $90 a year, and for someone who doesn’t think they’ll actually want to pour $90 into an app, it’s still a good app, despite the prices.",2019-06-05,"headspace",875
"207","Great app, but only one voice (sort of)","https://itunes.apple.com/us/reviews/id269621470","nicknamenickleback","3.60.0",4,"This app has a lot of different courses ranging from basic 1, 2, and 3 to a “reframing loneliness” course etc.. The range of content is great, but my issue is that apart from the basics 1, 2, and 3 courses, as well as some walking meditations (voiced by a woman) everything I’ve heard so far is all done by the same guy.  He has a job to do, to make sure he is a serene and calm presence, talking into your ear. But how he says things comes across as not being genuine at times. It’s totally random, and thankfully doesn’t happen too often, but sometimes I’ll have to skip one of the sessions because I just can’t relate to the way he’s saying things.  It’ll come across like he is trying too hard to sound calm in his ‘sexy meditation voice’.  He seems like a genuine dude, I think that just the sheer amount of courses they made sort of forced him to create habits in the way he says things, I speculate that it’s dependent on how many he had to record at any given time, but who knows.  Overall this app has helped me greatly, but what I mentioned above still bothers me.",2019-06-05,"headspace",1074
"208","LOVE IT","https://itunes.apple.com/us/reviews/id333820181","Steel272","3.60.0",5,"I do think the prices are a bit high but the free versions and the app itself are really great!",2019-06-05,"headspace",95
"209","Best app ever","https://itunes.apple.com/us/reviews/id386091114","$PJ10&","3.60.0",5,"Thank you you have change my life",2019-06-05,"headspace",33
"210","4 Reasons I love Headspace","https://itunes.apple.com/us/reviews/id184956097","alexandriablue","3.60.0",5,"Reasons to download Headspace:

1 - It helps. A lot. I feel better not just after the sessions, but throughout the day. My thoughts and nerves feel more manageable. 

2 - The illustration is beautiful. Download this app just for the design elements alone. 

3 - It makes me smile and I look forward to hopping into a headspace session.

4 - The guide’s voice is SO soothing. I feel like he’s in my level with me. A real person who knows the struggle and is here to help. 

I’m so thankful this app exists and that whoever made it put thought and effort into every last detail. I have the free version now and plan on purchasing the paid version.",2019-06-05,"headspace",645
"211","A change of perspective","https://itunes.apple.com/us/reviews/id914257627","jorgevdz85","3.60.0",5,"I absolutely love headspace, but to the developers please take this comment for the better. When I go to sleep I often use my iPad(for the volume) to play sleepcast (snowville, and winter park are my favorite), but the iPad version doesn’t allow landscape view. I simply work around this, but having a landscape version would be amazing. And secondly, let’s have a dark mode! The white and orange look beautiful when I open the app, and I don’t want to have that taken away, but if possible let’s say I got the notification: time to wind down. That’s when dark mode is enabled. And when the notification: time to meditate pops up dark mode is turned off. I think it will be simpler if the app has a custom feature of enabling dark mode between ex: 8:00 pm - 6:00 am. (Doesn’t have to be called dark mode, simply night mode and the colors can be what’s already for the sleep feature) Not sure how the code behind this would work, but if I can make headspace a little better I would love to see these two features in headspace. Also, it would be neat for us iOS users if we could 3D Touch from the app and little widgets will pop up, like go straight to sleep, pick up where I last left off or a quick breathing exercise, there’s potential there I know it. Thanks much love <U+2665><U+FE0F>",2019-06-05,"headspace",1274
"212","money","https://itunes.apple.com/us/reviews/id394425952","Follow nailpolishofdeathig","3.60.0",1,"dude you have to pay for everything .... it’s a no from me",2019-06-05,"headspace",58
"213","Ummmm","https://itunes.apple.com/us/reviews/id860202136","melanyxoxo_19","3.60.0",1,"You have to pay for everything you can’t try it before you buy it.",2019-06-05,"headspace",66
"214","Helpful tool to begin meditation","https://itunes.apple.com/us/reviews/id554386211","IuliiaLavender","3.60.0",5,"The Headspace app actually helped me to establish the habit and incorporate it into my routine. For me guidance  during the meditation was the key. Thank you guys, great job!",2019-06-05,"headspace",174
"215","Disappointed","https://itunes.apple.com/us/reviews/id147678519","#Merp","3.60.0",2,"If the app truly prides itself on being the best app for stress and anxiety relief then I shouldn’t have to pay $100 a year to feel good. Not nearly enough options for the free version.",2019-06-05,"headspace",185
"216","There is no place like Headspace","https://itunes.apple.com/us/reviews/id21197524","Ella Mangum","3.60.0",4,"Headspace is a great way to relax the mind and body with different techniques to your liking. Headspace helps you connect any negative and anxious thoughts to a calm, quiet place of rest in the mind. This app brings peaceful meditations and helpful animations to help you fall asleep, feel more connected with those around you, as well as stay present in the mind, and feel more compassion towards yourself and other people. This is only a few examples though. Headspace could change your life. There are so many options to choose from. Remember the journey is just beginning.",2019-06-05,"headspace",576
"217","Great","https://itunes.apple.com/us/reviews/id186364169","scott/61","3.60.0",5,"I’ve had tinnitus for last 6-8 weeks and it become so bad I ended up in the Er and was put on anti anxiety meds and become sleep deprived to the extent that I was having panic attacks for the first time in my life ! Just finished s 4 hour session and had my first restful sleep in the daytime in this period . Only wished I had gotten this app sooner to help relive some of my agony",2019-06-04,"headspace",382
"218","Amazing!","https://itunes.apple.com/us/reviews/id1029858322","Cora B. <U+0001F43A>","3.60.0",5,"In the day I normally deal tense but now I feel great! But there’s one thing I don’t like about the app. Is you only get like to options in each category for free everything else you have to pay for. Overall it does have some bad quirks but it really has cleared my mind thank you so much for this experience.",2019-06-04,"headspace",309
"219","Brilliant app. Makes meditation fun!","https://itunes.apple.com/us/reviews/id41762132","chefmatt85","3.60.0",5,"I love this app. Totally worth the paid version if you use it everyday like I do. My kids and I love wind-downs for going to sleep. The educational animations are awesome, hope they keep doing those.",2019-06-04,"headspace",199
"220","Always growing and improving","https://itunes.apple.com/us/reviews/id261346445","Mindar101","3.60.0",5,"I bought into Headspace early and got a lifetime membership. What a risk to take when apps come and go, or languish without improvements. But Headspace is constantly adding new content and angles from which to approach meditation and mindfulness. I really love this app.",2019-06-04,"headspace",270
"221","Decompress & Go","https://itunes.apple.com/us/reviews/id451304025","jackieandcoffee","3.60.0",5,"This app has the perfect ways for me to get time in with a busy schedule. Not to mention the cute graphics and the great voiceover! This is the perfect way to start or end any day. Thank you!",2019-06-04,"headspace",191
"222","Love it <U+2665><U+FE0F>","https://itunes.apple.com/us/reviews/id697480406","maryam keegham","3.60.0",5,"Special thanks for whoever found this I am just speechless it helped me cope with anxiety",2019-06-04,"headspace",89
"223","fees","https://itunes.apple.com/us/reviews/id730179256","emmagrace0712","3.60.0",3,"i really do not agree with paying for mediation. yeah the app creators did a good job and deserve money but there are very limited things someone without a subscription can do. the longest free ones that i have found are only 5 minutes long. i wish that they would offer more options at no cost. other than that the app is great and very relaxing",2019-06-04,"headspace",346
"224","I’m done","https://itunes.apple.com/us/reviews/id428565429","The Evett","3.60.0",1,"This app WAS cool until you had to pay for EVERYTHING!! I mean I know you people need money but come on!",2019-06-04,"headspace",104
"225","Love it","https://itunes.apple.com/us/reviews/id163633347","Jabo J (feedthecat)","3.60.0",5,"This app is great and helps me relax and sleep. However, I wish there was a session about faith. Both religious and non religious faith. I wish there was a pack on heartbreak as well.",2019-06-04,"headspace",183
"226","Incredibly Helpful","https://itunes.apple.com/us/reviews/id103638230","JohnPhilipBeer","3.60.0",5,"This app has allowed me to clear my mind and focus on the techniques described in the guided meditations to overcome some mild anxiety. I am able to focus on my breathing and my surroundings to help calm myself and refocus my attention on the task at hand. I am a critical care nurse and experience high levels of stress in the workplace. The techniques described within the app allow me to redirect my attention and better care for my patients even in high stress situations. In the evenings, it has helped me recount my daily stressors and mindfully develop solutions for future encounters with similar stressors. 10/10 have recommended this app to friends, families, and patients.",2019-06-04,"headspace",683
"227","How headspace helps Me","https://itunes.apple.com/us/reviews/id36016058","Amira May","3.60.0",5,"I was kinda rude before  I found headspace I thought there was nothing I could do.headspace helped me learn 
how to be calm when I was rude or lost my temper. Everyone try headspace!
BTW I am a 7 year old just using my moms device",2019-06-03,"headspace",230
"228","Free","https://itunes.apple.com/us/reviews/id110649730","Punko88","3.60.0",5,"Is it free to use?",2019-06-03,"headspace",18
"229","I love","https://itunes.apple.com/us/reviews/id606246367","therazorowl","3.60.0",5,"It’s been two days and want can I say it’s a amazing",2019-06-03,"headspace",52
"230","Headspace is really good to me","https://itunes.apple.com/us/reviews/id970063406","hitmankilla420_","3.60.0",5,"Tive been using it for a week now n it’s made a big difference in how I feel n how I react n in general just my daily lifestyle good changes equal good vibes",2019-06-03,"headspace",157
"231","Ambience to voice mixer could be better","https://itunes.apple.com/us/reviews/id145531513","Bakerbeatz","3.60.0",4,"Great overall honestly I just find that the voice volume throughout the ambient-voice mixer/cross fade is strongly favored (at least when coming out of my phone speakers). I’d like there to be more linear cross fading so I don’t have to try to use very fine tuning at the ambient side of the mixer slider to have a good balance without too loud of a voice.",2019-06-03,"headspace",356
"232","Great Way to start my day!","https://itunes.apple.com/us/reviews/id286673718","Sagemann","3.59.0",5,"Great to be able to start my day, work week or weekend in a spot with a little more control and clarity. Less stress and easier to fight distractions.",2019-06-03,"headspace",150
"233","Best Meditation App","https://itunes.apple.com/us/reviews/id135791296","katiekitty561","3.59.0",5,"Literally love this man’s voice. So calming. You also do have a choice between a male for female voice so that’s super nice. I’ve tried multiple other meditation apps and this is the one I keep coming back to. Just wish there were more courses to take for free!!",2019-06-03,"headspace",262
"234","Deceptive","https://itunes.apple.com/us/reviews/id25044729","Goneill13","3.59.0",1,"The annual plan is worded deceptively. It charges you $96 dollars immediately with no way to get a refund.",2019-06-03,"headspace",106
"235","N8V","https://itunes.apple.com/us/reviews/id298415679","NDN maiden","3.59.0",5,"Love this app.   Great gift idea.",2019-06-03,"headspace",33
"236","Resolved billing issue.","https://itunes.apple.com/us/reviews/id662143674","JaclynB77234","3.59.0",3,"Emailed support three times to cancel this subscription and finally received a response for a refund.",2019-06-02,"headspace",101
"237","The past and future are IDEAS.","https://itunes.apple.com/us/reviews/id303479678","BILLSHKSPR","3.59.0",5,"... and ideas are like clouds.  They come and go.  What a beautiful idea.
Headspace is wonderful.  Always adding new content yet the message and techniques remain simple. “Realize... note... come back.”",2019-06-02,"headspace",202
"238","Great! With exceptions","https://itunes.apple.com/us/reviews/id691182006","Slee 2005","3.59.0",4,"I love this app although I would like if there wasn’t so much locked because I don’t want to pay fo this<U+2764><U+FE0F>",2019-06-02,"headspace",106
"239","Headspace","https://itunes.apple.com/us/reviews/id1019143260","meryem meliani","3.59.0",4,"So I love headspace so far but there are some problems for me for example not all the sessions you need are free and it’s kinda annoying but I love there sleep sessions they are amazing and I feel like I sleep better when I meditate before I go to sleep and I also love there breathing exercises over all i think headspace is amazing if you just wanna wind down and relax I would definitely recommend it to people I know I feel like it helps a lot I love headspace so far<U+263A><U+FE0F>",2019-06-02,"headspace",473
"240","Why the money?<U+0001F928>","https://itunes.apple.com/us/reviews/id627115545","Skinny Leggan megan","3.59.0",4,"So I saw this app on a YouTube sponsored account and I got it I was so surprised that it was free but when I went into it most of the things were blocked off and if you wanted to do it you have to pay a crazy amount of money each month and year or lifetime why would anyone pay that for a app? 500$ for a lifetime of a person telling you what to do with your time it is a great app good trainers and mind focus and stuff only rich people can enjoy the blocked off things",2019-06-02,"headspace",470
"241","The Best","https://itunes.apple.com/us/reviews/id5463039","mwebbl","3.59.0",5,"The impact of mindfulness on my life has been sanguine. I can’t thank Andy and the Headspace team enough.

Highly recommended!",2019-06-02,"headspace",126
"242","Hey","https://itunes.apple.com/us/reviews/id677339088","fffyyftftttd","3.59.0",5,"Further the time of you did the same for ttfftrygyytfyduuftffg",2019-06-02,"headspace",62
"243","Meditation","https://itunes.apple.com/us/reviews/id584581608","04291008","3.59.0",5,"Best gift I’ve ever given myself!!
This app was recommended to me by my 32 year old son.... it’s truly changing me for the better. Many thanks.",2019-06-02,"headspace",143
"244","finally!","https://itunes.apple.com/us/reviews/id227365508","swimminginbliss","3.59.0",5,"After 20 years of yoga and countless tries at a daily meditation practice, I’ve finally found a way to stay with it. Thank you Headspace! Headspace is the fun, friendly, perfectly paced, always there, always wise and insightful (but never preachy) meditation buddy I’ve always wanted.",2019-06-02,"headspace",284
"245","Very good, easy to get into","https://itunes.apple.com/us/reviews/id1026700538","007sol007","3.59.0",5,"After using I have noticed I’ve been more calm, my family and friends complain about how loud and fast I am when I talk, and how I always need to talk. However since using this app for only about week they and me have noticed a difference.",2019-06-02,"headspace",239
"246","It’s a beautiful app, but...","https://itunes.apple.com/us/reviews/id522875925","lizardlollies","3.59.0",3,"I used to religiously listen to the sleepcasts at night to help me sleep—until one night when I discovered that the sleepcasts had been moved behind the subscription paywall that I can’t afford. Disappointing to say the least, as I’ll be uninstalling the app.",2019-06-02,"headspace",259
"247","5","https://itunes.apple.com/us/reviews/id1015544360","nzjzbsbjsbs","3.59.0",5,"Feel healthy",2019-06-02,"headspace",12
"248","Best app","https://itunes.apple.com/us/reviews/id1003333012","Fortnite.is.life","3.59.0",5,"Awesome app makes me go to sleep",2019-06-01,"headspace",32
"249","Helped me live with emotions","https://itunes.apple.com/us/reviews/id521598287","laurieorelse","3.59.0",5,"Anxiety and panic are present every day of my life. Headspace helped me learn to live in more harmony with these intense emotions.",2019-06-01,"headspace",130
"250","Love everything about it","https://itunes.apple.com/us/reviews/id277944400","Mermaid177","3.59.0",5,"I wish i used it more. It’s so soothing and the animations are great. Love it.",2019-06-01,"headspace",78
"251","Great so far","https://itunes.apple.com/us/reviews/id588869444","D. vine","3.59.0",5,"Enjoy the app. I really feel a change and I realize how my attitude towards certain things have shifted.",2019-06-01,"headspace",104
"252","Interesting","https://itunes.apple.com/us/reviews/id969050795","maryamtkaw","3.59.0",5,"Short but begin st inside",2019-06-01,"headspace",25
"253","Can’t get to the free part","https://itunes.apple.com/us/reviews/id641698787","chetteris13","3.59.0",2,"I keep getting the subscribe page and it won’t let me go to the free section. I’m not interested in subscribing. How do I get to the area without paying?",2019-06-01,"headspace",153
"254","Headspace is great, but sometimes disappointing","https://itunes.apple.com/us/reviews/id333239735","that_coun_try-gal","3.59.0",5,"I love headspace, but it is so much money to spend on being able to get all of the meditation lessons. I do get why it has to cost money, but it’s a lot.",2019-05-31,"headspace",153
"255","It works","https://itunes.apple.com/us/reviews/id31687175","VIPv6","3.59.0",5,"Not sure why it works, but it melts away self-defeating behaviors.  Thanks!",2019-05-31,"headspace",75
"256","Good stuff","https://itunes.apple.com/us/reviews/id30702042","dan27526","3.59.0",5,"It’s very simple to use. And that’s my electronic accountability partner with regard to mental health!",2019-05-31,"headspace",102
"257","Review","https://itunes.apple.com/us/reviews/id902211359","dfffhsggy","3.59.0",5,"I really like this app because it’s very easy to calm down when you are angry",2019-05-31,"headspace",77
"258","Brings Me Back To My Original State","https://itunes.apple.com/us/reviews/id21432328","Shgfidgjdjodkjgkgf","3.59.0",5,"Every session helps me reset my frame of mind nicely, and get my breathing to a normal, consistent rate.",2019-05-31,"headspace",104
"259","This has HELPED","https://itunes.apple.com/us/reviews/id205593742","lelCDG","3.59.0",5,"This meditation app is the best it helps me with me anxiety and stress!!! I will give it ten stars if I could!!!!!",2019-05-31,"headspace",114
"260","you need to get this app","https://itunes.apple.com/us/reviews/id318153840","nstphng","3.59.0",5,"Easily one of the best apps I’ve ever downloaded.",2019-05-31,"headspace",49
"261","Love it!","https://itunes.apple.com/us/reviews/id371053173","MaxiMoose10","3.59.0",5,"This REALLY helps my problems with social things like talking and stress. I really recommend it!",2019-05-31,"headspace",96
"262","Terrible","https://itunes.apple.com/us/reviews/id926555821","Really Bad App Do Not Get","3.59.0",1,"Did not help at all it was Terrible",2019-05-31,"headspace",35
"263","Thank you","https://itunes.apple.com/us/reviews/id998479962","Glin0029","3.59.0",5,"Great App! I’ve had fun watching you guys innovate your software and how much you have developed since the beginning. I’ve gone from meditation doesn’t work to becoming somewhat of a novice at it. Thanks for all the work you put into the app!",2019-05-31,"headspace",242
"264","So relaxing","https://itunes.apple.com/us/reviews/id260684655","oldguyalan","3.59.0",5,"The breathing and soothing guidance really help ease the daily grind.",2019-05-31,"headspace",69
"265","Life changing","https://itunes.apple.com/us/reviews/id325524522","Peaceful easy feelin'","3.59.0",5,"Headspace has really changed my life. It has helped me to stop the hamster wheel of  repetitive thoughts that used to plague my mind, cause anxiety about life, and disrupt my sleep. The practice of noting has taught me how to find peace. Daily meditations have taught me how to focus on the gratitude I already had for my life but had pushed below the surface. The sleep meditations (Rain Day Antiques and Midnight Launderette in particular) help me to relax and quiet my overactive mind so I can fall asleep in just a few minutes. I love that the app does not drain my phone battery if I fall asleep while a meditation is playing. I’m so thankful to have found Headspace!",2019-05-30,"headspace",672
"266","Live meditation notifications are terrible!","https://itunes.apple.com/us/reviews/id16782527","NIftyniftynifty5555","3.59.0",1,"This app is good. It is all about being mindful and present. And the notification controls are generally useful for saying “I want x number of reminders a day”. But suddenly, live meditations and money drive meditation alerts are coming hot and heavy, irrespective of the notification settings. What’s more distracting to being present than “COME MEDITATE NOW LIVE WITH ANDY”. 1) who is Andy 2) meditation isn’t about some weird hero worship. I’d like to keep my daily reminders on but I’m going to have to turn them all off now because I can’t filter out these aggressive marketing campaigns.",2019-05-30,"headspace",593
"267","Almost everything is subscription based","https://itunes.apple.com/us/reviews/id286339105","Deerbutt","3.59.0",1,"I heard about this app and wanted to try it to help me sleep, as I currently have to have a TV or YouTube running to sleep. I figured using a better, more calming way to sleep would be better, and downloaded the app. Once I opened it, I found that almost every single feature except a few meditation ones were locked and you had to have a 20 dollar subscription to use. Disappointed, I quickly uninstalled the app. It would have been better to know this app basically requires the subscription to use instead of have me fumble around and waste my time",2019-05-30,"headspace",551
"268","Nice app with many options and lessons","https://itunes.apple.com/us/reviews/id138380533","YesDearest","3.59.0",5,"This app is very well designed and has lots of lessons and meditations for many different needs.",2019-05-30,"headspace",96
"269","Grounding","https://itunes.apple.com/us/reviews/id277973592","HenryMunich","3.59.0",5,"Headspace keeps me grounded on a regular basis and reminds me to get outside of myself. I’m so grateful to Andy for the process!",2019-05-30,"headspace",128
"270","An app that makes the world a better place.","https://itunes.apple.com/us/reviews/id304380727","Ticktockrickrude","3.59.0",5,"I want to start by thanking Headspace. They really care about people and making the world a better place. If you download Headspace and make it a part of your day, it only take a few mins a day, you will be a happier, healthier, better version of you. They have tools for EVERY aspect of life.

  Thank you Headspace, for making my head space a better place to exist.",2019-05-30,"headspace",367
"271","Clarity","https://itunes.apple.com/us/reviews/id110759554","MinnieManolo","3.59.0",5,"Meditation has provided so much clarity in my life. Headspace makes it so easy to create space for myself to tap into what really matters and float away the anxious thoughts. I LOVE that there’s a meditation for every part of your day!",2019-05-30,"headspace",235
"272","Love it!","https://itunes.apple.com/us/reviews/id294702188","gkudcjin","3.59.0",5,"A must purchase app.",2019-05-30,"headspace",20
"273","The best app","https://itunes.apple.com/us/reviews/id617191229","RJSgetdismoney","3.59.0",5,"This is the best app ever, out of all my apps this is my favorite because I have been super stressed before I used headspace. Now ever sense I got headspace have been feeling so calm and so much happier. <U+0001F60C>",2019-05-30,"headspace",205
"274","More than a meditation app","https://itunes.apple.com/us/reviews/id216659973","l0stw00ds","3.59.0",5,"I love headspace. I use it for daily guided meditation, for falling asleep at night with the sleep setting, and also for pain/anger management. There is a meditation to deal with anger WHILE you’re walking and I’ve listened to it quite a lot, the first time I listened to it and it lifted the anger off of me I just started crying haha. Don’t know what I would do without it.",2019-05-30,"headspace",375
"275","Anxiety/Depression","https://itunes.apple.com/us/reviews/id1011332021","Em52105","3.59.0",5,"I absolutely love this app. The subscription price doesn’t make me happy but it’s diversity of help for all conditions including anxiety,depression,restlessness and insomnia make it all worthwhile. The app grounds me when I feel out of control or when I’m having major anxiety. 10/10 for me! Just try it out and give it a real shot and you’ll see how it helps you.",2019-05-30,"headspace",364
"276","Great App","https://itunes.apple.com/us/reviews/id33309332","gorrila lover5","3.59.0",5,"This app is great for helping to settle the mind and learn more
About your inner self. I highly recommend it to friends an colleagues",2019-05-29,"headspace",133
"277","More issues to deal with","https://itunes.apple.com/us/reviews/id485618258","VDENIE","3.59.0",5,"Hi HS,
Love all your subjects but I gotta ask you about some more.
Will power
Sugar addiction 
Over eating 
Insomnia 
Lazy
No desire to move 
Chronic Pain and sadness 
Crying 
Loneliness 
Gambling 
Just a few issues I would like to address for my own personal growth.
Thank you for asking and considering these .
Truly, VM",2019-05-29,"headspace",322
"278","Guve it a try","https://itunes.apple.com/us/reviews/id172795203","Hedgeking","3.59.0",5,"Ive been doing this over a year now and i can honestly say it has improved how i go about life. It soothes anxiety when i have to do something im dreading or nervous about. It leaves me relieved and glowing inside.  Its a good way to cast a light on shadows.  Focus, attention, mood all improved. Highly recommended.",2019-05-29,"headspace",316
"279","great for Mindfulness","https://itunes.apple.com/us/reviews/id215781796","Tien Hung Phan","3.59.0",5,"This apps given a step by step lesson. So You can easy follow to get used to with Meditation. Highly recommend.",2019-05-29,"headspace",111
"280","Bro....","https://itunes.apple.com/us/reviews/id698908210","Miss.leialoha","3.59.0",5,"I didn’t even use it yet and I can tell it’s gonna be a great app",2019-05-29,"headspace",65
"281","please read","https://itunes.apple.com/us/reviews/id632528608","mbm6325","3.59.0",5,"this is one of the best apps for meditation the only thing that i don’t personally like is that you have to subscribe. It would get way more hits if you just put the app at cost in stead of in app purchases

                   Marley",2019-05-29,"headspace",233
"282","Dealing with stress and thoughts","https://itunes.apple.com/us/reviews/id317233298","Rodney Minnesota","3.59.0",5,"I really enjoy headspace for everyday stress and relief of thought and letting them just be thoughts. Decompression and helps me focus. A relief of everyday bs.

Never tried mediation before? This is a great start. 

Rodney 
Minnesota",2019-05-29,"headspace",234
"283","Good but...","https://itunes.apple.com/us/reviews/id154454003","Daniel jardim","3.59.0",2,"Why is there only 2 sounds for me to listen to. Like, I’m stressed and broke and I can’t afford 100$ for 1 year, like at least make 6 free sounds.",2019-05-29,"headspace",146
"284","Not sure how it works.","https://itunes.apple.com/us/reviews/id737666155","playforfun88888888","3.59.0",1,"How to make the sounds.",2019-05-29,"headspace",23
"285","Thank you","https://itunes.apple.com/us/reviews/id457398902","A.Lcs","3.59.0",5,"I’m a beginner in meditation, I’ve just started with YOU, and I’ve done only 8 sessions, but you come into my life like a wonderful deep breath in a moment when I’ve need it most.
Regards,
A.",2019-05-29,"headspace",191
"286","Head space","https://itunes.apple.com/us/reviews/id804197217","10 the real","3.59.0",5,"I love this app so much it makes my mind reset. I rate it 10.  If you do not have it you should get it. You will be surprised how good it is.",2019-05-29,"headspace",141
"287","Helpful","https://itunes.apple.com/us/reviews/id912752788","hallo meee","3.59.0",5,"With all the stress,anger,and anxiety, this helps a lot!",2019-05-28,"headspace",56
"288","What a joke","https://itunes.apple.com/us/reviews/id635013986","fallen angel 7559","3.59.0",1,"You have to pay 100 dollars a year or spend 13 dollars a month just to use the app and if don’t pay anything you get nothing really from the app except a couple of little sessions",2019-05-28,"headspace",179
"289","Ok","https://itunes.apple.com/us/reviews/id1025736745","Elijah Cole Karnes E.C.K","3.59.0",4,"I think it is a AMAZING app but you have to pay money to use most things which 13 $ for a month is a little to much but if you have the money it’s great",2019-05-28,"headspace",152
"290","Wonderful and best app! Great job!","https://itunes.apple.com/us/reviews/id934197989","js31498o01","3.59.0",5,"This app is amazing! It would always help me when I’m stressed and easily calms my brain! The soothing sounds are beautiful and very calm that are peaceful. I would totally recommend this to the people who have trouble meditating because this app helps with meditation. Without this app I would have been stressed and have trouble being calm! If you read this review try this app out! It’s amazing! I promise! :D",2019-05-28,"headspace",412
"291","Sound goes away","https://itunes.apple.com/us/reviews/id364889991","jrbuff1","3.59.0",1,"At beginning. When take deep breaths",2019-05-28,"headspace",36
"292","Sleep meditation","https://itunes.apple.com/us/reviews/id814327086","a k m e r-s","3.57.2",5,"Not enough free sleep courses.",2019-05-27,"headspace",30
"293","Thank you","https://itunes.apple.com/us/reviews/id723602764","lilomucetti","3.57.2",5,"Best app to have , helps me so much thank you <U+2764><U+FE0F>",2019-05-27,"headspace",48
"294","Terrible...","https://itunes.apple.com/us/reviews/id875086182","LokiiVibez","3.57.2",1,"Honestly what’s the point of even making the app free download when you have to pay to even use the app? It’s completely pointless and nt even useful for what I need. Everything is just all, “subscribe now” like you might as well just make people buy the app. Thanks for nothing",2019-05-27,"headspace",278
"295","I love it, but..","https://itunes.apple.com/us/reviews/id21561047","Ttttvhfdjj","3.57.2",4,"I love headspace but the cost is restrictive. Maybe a headspace lite version for 5/month or so with limited features or with banner ads? I really would like to buy a product and I think the narrator’s voice is superb, but 100$/year is a bit pricy.",2019-05-27,"headspace",247
"296","Head to toes","https://itunes.apple.com/us/reviews/id496499005","N!coleMartin<U+2764><U+FE0F>","3.57.2",5,"So it’s interesting I’ve only completed about half of the introduction, so far I’ve enjoyed the part about feeling the weight of the body. Normally you feel pains or aches, stubbed toes or the touch of another person. I’ve learned through the study of cognitive sciences about the power of the brain, about the control over the body that it has. Im looking forward to headspace opening my mind to letting the body have some control over the brain. I will say the wandering thoughts part of the intro could be more helpful if it described techniques on how to let them go and come back to the body. Thank you for introducing me to meditation!",2019-05-27,"headspace",641
"297","Can't believe how perfect it is","https://itunes.apple.com/us/reviews/id642451740","Farsh!d","3.57.2",5,"I'm a beginner and It's like hypnotize
When I close my eyes and loose the time and space with this app
Thanks for creating this lovely app",2019-05-26,"headspace",138
"298","Daily meditation is a game changer!","https://itunes.apple.com/us/reviews/id144989573","MasterEagleRob","3.57.2",5,"Loving the clean, simple guided and silent meditation for my daily routine.  Love it!  Thank you Andy!",2019-05-26,"headspace",102
"299","This is the best freaking thing ever","https://itunes.apple.com/us/reviews/id786945901","CHLOE E SPIEGEL","3.57.2",4,"I started having sleeping troubles in about end of third grade. I’m now about to enter middle school. I have had this app for 20 minutes. I’ve already done a few exercises. This has already helped me and I haven’t even tried to fall asleep. This app isn’t just for sleep. It is also for handling sadness, alone time, stress, pain, and so many more struggles of life. I rate this app 4 stars for this problem. My only problem is 90 percent of the things you can use you have to subscribe to unlock and it is around $90 a year to subscribe. I am not able to buy anything on my phone because my mom is in charge of my phone and it is a bad price. Other than that this is amazing app and I think everyone should buy it!",2019-05-26,"headspace",715
"300","Bogus 7 day trial","https://itunes.apple.com/us/reviews/id31943667","HARM67","3.57.2",1,"Don’t be fooled by the 7 day trial. I thought I’d give the app a go and decided after a couple of days is wasn’t for me. Tried to get a refund - oh my the developer was quick to respond to be fair but the response was nothing to do with me speak to Apple. Tried multiple times. I eventually got my money back but it took way too long. If you are going to entice people in with free trials it is total BS to make the refund process hard.",2019-05-26,"headspace",436
"301","Easy to do","https://itunes.apple.com/us/reviews/id972791214","Mrs.Keels","3.57.2",5,"I thought learning to meditate was going to be hard but this app makes it extremely easy.I have enjoyed every day of my meditation time.",2019-05-26,"headspace",136
"302","Stop the current run streak!","https://itunes.apple.com/us/reviews/id434763430","Dandanb326","3.57.2",2,"I’m sure this only bothers me because I’ve failed to internalize the message here, but I find it so frustrating that after doing this every day for a few months, there is a counter that resets to zero if I forget to meditate one day. Amin sure I shouldn’t find this enormously discouraging, but I do. The actual content is good, if repetitive (as others have noted), though I don’t necessarily think that’s bad.",2019-05-26,"headspace",411
"303","When I practice","https://itunes.apple.com/us/reviews/id235819706","Rookiegal","3.57.2",5,"This app provides an easy method to mediatate.  Just do it...",2019-05-26,"headspace",61
"304","They make it hard to cancel your subscription","https://itunes.apple.com/us/reviews/id147319419","Lcfs fan!","3.57.2",1,"They make you log on to the website to cancel the membership instead of allowing you to cancel it via the app",2019-05-26,"headspace",109
"305","Love it!","https://itunes.apple.com/us/reviews/id808622983","usernamefortyfive","3.57.2",5,"This app helps me sleep and I’ve always had trouble sleeping so thanks.",2019-05-26,"headspace",71
